,City,Suburb,Sales Q3 2018,"Median
248,ONKAPARINGA,MORPHETT VALE,88.0,309000.0,98.0,323550.0,67.0,318500.0,86.0,310000.0,315262.5,339.0
250,ONKAPARINGA,NOARLUNGA DOWNS,13.0,317000.0,14.0,347500.0,10.0,427750.0,9.0,269500.0,340437.5,46.0
251,ONKAPARINGA,O'HALLORAN HILL,13.0,383000.0,13.0,415000.0,9.0,373000.0,8.0,450000.0,405250.0,43.0
252,ONKAPARINGA,OLD NOARLUNGA,6.0,472500.0,7.0,414000.0,3.0,511000.0,8.0,330000.0,431875.0,24.0
253,ONKAPARINGA,OLD REYNELLA,16.0,365500.0,15.0,376000.0,13.0,355000.0,13.0,334000.0,357625.0,57.0
254,ONKAPARINGA,ONKAPARINGA HILLS,6.0,482500.0,3.0,500000.0,6.0,500000.0,3.0,510000.0,498125.0,18.0
255,ONKAPARINGA,O'SULLIVAN BEACH,7.0,302600.0,12.0,326000.0,6.0,322500.0,4.0,271000.0,305525.0,29.0
256,ONKAPARINGA,PORT NOARLUNGA,15.0,430000.0,13.0,420000.0,11.0,390000.0,5.0,592500.0,458125.0,44.0
257,ONKAPARINGA,PORT NOARLUNGA SOUTH,9.0,427000.0,12.0,432500.0,16.0,420000.0,7.0,345000.0,406125.0,44.0
258,ONKAPARINGA,PORT WILLUNGA,5.0,420000.0,13.0,341750.0,10.0,400000.0,9.0,540000.0,425437.5,37.0
259,ONKAPARINGA,REYNELLA,20.0,323000.0,33.0,337750.0,18.0,361000.0,18.0,338750.0,340125.0,89.0
260,ONKAPARINGA,REYNELLA EAST,5.0,333500.0,6.0,345000.0,4.0,347000.0,6.0,347500.0,343250.0,21.0
261,ONKAPARINGA,SEAFORD,8.0,365000.0,24.0,386000.0,24.0,365000.0,13.0,340000.0,364000.0,69.0
262,ONKAPARINGA,SEAFORD HEIGHTS,3.0,435000.0,4.0,393000.0,2.0,360000.0,5.0,493000.0,420250.0,14.0
263,ONKAPARINGA,SEAFORD MEADOWS,19.0,408000.0,22.0,393500.0,14.0,425000.0,21.0,396100.0,405650.0,76.0
264,ONKAPARINGA,SEAFORD RISE,32.0,423500.0,23.0,427500.0,18.0,455000.0,19.0,392250.0,424562.5,92.0
265,ONKAPARINGA,SELLICKS BEACH,14.0,320500.0,27.0,381500.0,14.0,330000.0,18.0,352000.0,346000.0,73.0
269,ONKAPARINGA,VALE PARK,9.0,697500.0,4.0,780000.0,7.0,745000.0,12.0,697000.0,729875.0,32.0
271,ONKAPARINGA,WILLUNGA,11.0,555000.0,6.0,461500.0,5.0,547500.0,6.0,462500.0,506625.0,28.0
273,ONKAPARINGA,WOODCROFT,28.0,392000.0,29.0,387061.5,40.0,380500.0,42.0,430000.0,397390.375,139.0
274,PLAYFORD,ANDREWS FARM,41.0,280000.0,43.0,275000.0,31.0,276000.0,32.0,264250.0,273812.5,147.0
275,PLAYFORD,ANGLE VALE,3.0,572500.0,9.0,530000.0,6.0,512500.0,8.0,607500.0,555625.0,26.0
277,PLAYFORD,BLAKEVIEW,33.0,315000.0,37.0,345250.0,26.0,350000.0,34.0,329000.0,334812.5,130.0
279,PLAYFORD,CRAIGMORE,46.0,312000.0,40.0,317500.0,38.0,312000.0,28.0,315000.0,314125.0,152.0
280,PLAYFORD,DAVOREN PARK,28.0,190000.0,18.0,190000.0,11.0,217000.0,18.0,195000.0,198000.0,75.0
284,PLAYFORD,ELIZABETH DOWNS,19.0,185000.0,24.0,182500.0,20.0,203500.0,11.0,194000.0,191250.0,74.0
285,PLAYFORD,ELIZABETH EAST,16.0,225000.0,9.0,225000.0,12.0,220000.0,23.0,218750.0,222187.5,60.0
286,PLAYFORD,ELIZABETH GROVE,5.0,250000.0,4.0,243000.0,4.0,215000.0,11.0,239000.0,236750.0,24.0
287,PLAYFORD,ELIZABETH NORTH,12.0,201000.0,11.0,196500.0,7.0,210000.0,13.0,180000.0,196875.0,43.0
288,PLAYFORD,ELIZABETH PARK,10.0,180000.0,19.0,224500.0,13.0,223000.0,16.0,209000.0,209125.0,58.0
289,PLAYFORD,ELIZABETH SOUTH,7.0,206250.0,4.0,175500.0,5.0,210000.0,5.0,172500.0,191062.5,21.0
290,PLAYFORD,ELIZABETH VALE,11.0,240000.0,11.0,247500.0,11.0,233000.0,14.0,245000.0,241375.0,47.0
291,PLAYFORD,EVANSTON PARK,21.0,313500.0,16.0,335000.0,15.0,378500.0,10.0,365000.0,348000.0,62.0
292,PLAYFORD,EYRE,2.0,337500.0,1.0,335000.0,3.0,287500.0,3.0,350000.0,327500.0,9.0
294,PLAYFORD,HILLBANK,19.0,340000.0,20.0,370000.0,17.0,390000.0,16.0,380000.0,370000.0,72.0
298,PLAYFORD,MUNNO PARA,10.0,205000.0,18.0,255000.0,13.0,245000.0,10.0,260000.0,241250.0,51.0
300,PLAYFORD,MUNNO PARA WEST,28.0,249000.0,44.0,282500.0,28.0,265000.0,38.0,280000.0,269125.0,138.0
301,PLAYFORD,ONE TREE HILL,1.0,623500.0,2.0,812500.0,2.0,765000.0,2.0,425000.0,656500.0,7.0
305,PLAYFORD,SMITHFIELD,14.0,230000.0,11.0,236500.0,8.0,243500.0,11.0,220000.0,232500.0,44.0
306,PLAYFORD,SMITHFIELD PLAINS,12.0,215000.0,9.0,190000.0,11.0,245000.0,10.0,187000.0,209250.0,42.0
309,PLAYFORD,VIRGINIA,3.0,536250.0,1.0,680000.0,1.0,535000.0,6.0,535000.0,571562.5,11.0
312,PORT ADELAIDE ENFIELD,ALBERTON,6.0,482500.0,7.0,552500.0,5.0,780000.0,4.0,570000.0,596250.0,22.0
313,PORT ADELAIDE ENFIELD,ANGLE PARK,2.0,449000.0,2.0,427500.0,3.0,460511.0,3.0,430000.0,441752.75,10.0
314,PORT ADELAIDE ENFIELD,BIRKENHEAD,10.0,397500.0,10.0,410000.0,7.0,416000.0,8.0,386250.0,402437.5,35.0
315,PORT ADELAIDE ENFIELD,BLAIR ATHOL,21.0,513000.0,16.0,427500.0,16.0,494000.0,17.0,472000.0,476625.0,70.0
316,PORT ADELAIDE ENFIELD,BROADVIEW,11.0,615000.0,12.0,680000.0,13.0,605000.0,13.0,625000.0,631250.0,49.0
317,PORT ADELAIDE ENFIELD,CLEARVIEW,17.0,418500.0,12.0,455000.0,15.0,490000.0,24.0,472000.0,458875.0,68.0
318,PORT ADELAIDE ENFIELD,CROYDON PARK,14.0,485000.0,14.0,472750.0,14.0,485000.0,16.0,440000.0,470687.5,58.0
319,PORT ADELAIDE ENFIELD,DERNANCOURT,13.0,546250.0,18.0,520000.0,15.0,505000.0,22.0,458668.0,507479.5,68.0
320,PORT ADELAIDE ENFIELD,DEVON PARK,2.0,511190.0,4.0,471000.0,2.0,417500.0,2.0,485000.0,471172.5,10.0
321,PORT ADELAIDE ENFIELD,DRY CREEK,1.0,376000.0,2.0,352500.0,1.0,300000.0,2.0,484000.0,378125.0,6.0
323,PORT ADELAIDE ENFIELD,ENFIELD,26.0,456500.0,18.0,438600.0,26.0,437500.0,15.0,439000.0,442900.0,85.0
324,PORT ADELAIDE ENFIELD,ETHELTON,10.0,445000.0,3.0,480500.0,2.0,440500.0,6.0,435000.0,450250.0,21.0
325,PORT ADELAIDE ENFIELD,EXETER,3.0,610000.0,3.0,537000.0,1.0,680000.0,2.0,430000.0,564250.0,9.0
326,PORT ADELAIDE ENFIELD,FERRYDEN PARK,7.0,429500.0,5.0,487500.0,6.0,455000.0,13.0,485000.0,464250.0,31.0
328,PORT ADELAIDE ENFIELD,GILLES PLAINS,14.0,388250.0,12.0,440000.0,16.0,396250.0,12.0,397500.0,405500.0,54.0
331,PORT ADELAIDE ENFIELD,GREENACRES,11.0,500000.0,16.0,475000.0,11.0,450500.0,15.0,475000.0,475125.0,53.0
332,PORT ADELAIDE ENFIELD,HAMPSTEAD GARDENS,3.0,499000.0,5.0,545000.0,2.0,529250.0,13.0,541000.0,528562.5,23.0
333,PORT ADELAIDE ENFIELD,HILLCREST,15.0,480000.0,8.0,450500.0,6.0,425500.0,10.0,421250.0,444312.5,39.0
334,PORT ADELAIDE ENFIELD,HOLDEN HILL,17.0,441000.0,14.0,442000.0,16.0,390000.0,21.0,403000.0,419000.0,68.0
335,PORT ADELAIDE ENFIELD,KILBURN,11.0,535000.0,12.0,510000.0,4.0,436250.0,10.0,477500.0,489687.5,37.0
336,PORT ADELAIDE ENFIELD,KLEMZIG,13.0,475000.0,22.0,567500.0,15.0,585000.0,20.0,532500.0,540000.0,70.0
337,PORT ADELAIDE ENFIELD,LARGS BAY,8.0,600000.0,14.0,737500.0,9.0,567500.0,4.0,560000.0,616250.0,35.0
338,PORT ADELAIDE ENFIELD,LARGS NORTH,10.0,447000.0,11.0,400000.0,13.0,568250.0,16.0,475000.0,472562.5,50.0
339,PORT ADELAIDE ENFIELD,LIGHTSVIEW,16.0,528000.0,24.0,497500.0,24.0,435000.0,27.0,395000.0,463875.0,91.0
340,PORT ADELAIDE ENFIELD,MANNINGHAM,6.0,640000.0,2.0,580000.0,4.0,457500.0,4.0,590500.0,567000.0,16.0
341,PORT ADELAIDE ENFIELD,MANSFIELD PARK,13.0,425000.0,11.0,410500.0,10.0,417500.0,4.0,420000.0,418250.0,38.0
343,PORT ADELAIDE ENFIELD,NORTH HAVEN,16.0,525000.0,21.0,481000.0,9.0,475000.0,16.0,450000.0,482750.0,62.0
344,PORT ADELAIDE ENFIELD,NORTHFIELD,20.0,438000.0,13.0,442500.0,12.0,425000.0,19.0,448000.0,438375.0,64.0
345,PORT ADELAIDE ENFIELD,NORTHGATE,7.0,560000.0,13.0,540000.0,7.0,570000.0,12.0,635000.0,576250.0,39.0
346,PORT ADELAIDE ENFIELD,OAKDEN,11.0,465000.0,13.0,453250.0,11.0,450000.0,5.0,470000.0,459562.5,40.0
347,PORT ADELAIDE ENFIELD,OSBORNE,5.0,385000.0,6.0,394000.0,5.0,390000.0,9.0,455000.0,406000.0,25.0
348,PORT ADELAIDE ENFIELD,OTTOWAY,13.0,365000.0,5.0,397000.0,4.0,392000.0,4.0,366000.0,380000.0,26.0
350,PORT ADELAIDE ENFIELD,OVINGHAM,3.0,600000.0,1.0,745000.0,2.0,693650.0,2.0,527500.0,641537.5,8.0
351,PORT ADELAIDE ENFIELD,PETERHEAD,2.0,413500.0,7.0,385000.0,4.0,612500.0,9.0,325000.0,434000.0,22.0
353,PORT ADELAIDE ENFIELD,PROSPECT,37.0,683000.0,46.0,740000.0,39.0,760000.0,39.0,753750.0,734187.5,161.0
354,PORT ADELAIDE ENFIELD,QUEENSTOWN,2.0,431500.0,7.0,375000.0,6.0,393750.0,6.0,416500.0,404187.5,21.0
356,PORT ADELAIDE ENFIELD,ROSEWATER,15.0,375000.0,12.0,380000.0,15.0,410000.0,11.0,423000.0,397000.0,53.0
357,PORT ADELAIDE ENFIELD,SEFTON PARK,3.0,780000.0,4.0,579000.0,5.0,495000.0,7.0,603500.0,614375.0,19.0
358,PORT ADELAIDE ENFIELD,SEMAPHORE,8.0,617500.0,14.0,635000.0,3.0,820000.0,6.0,745000.0,704375.0,31.0
359,PORT ADELAIDE ENFIELD,SEMAPHORE SOUTH,4.0,748750.0,6.0,616250.0,3.0,842000.0,2.0,555000.0,690500.0,15.0
360,PORT ADELAIDE ENFIELD,TAPEROO,5.0,300000.0,8.0,412500.0,8.0,355000.0,12.0,377500.0,361250.0,33.0
361,PORT ADELAIDE ENFIELD,VALLEY VIEW,23.0,401150.0,25.0,445500.0,23.0,378499.5,35.0,408250.0,408349.875,106.0
362,PORT ADELAIDE ENFIELD,WALKLEY HEIGHTS,8.0,511500.0,8.0,504000.0,4.0,557500.0,6.0,560500.0,533375.0,26.0
363,PORT ADELAIDE ENFIELD,WINDSOR GARDENS,18.0,460000.0,20.0,445000.0,14.0,435000.0,20.0,450000.0,447500.0,72.0
365,PORT ADELAIDE ENFIELD,WOODVILLE GARDENS,2.0,439500.0,5.0,440000.0,4.0,433000.0,6.0,459500.0,443000.0,17.0
366,PROSPECT,BROADVIEW,11.0,615000.0,12.0,680000.0,13.0,605000.0,13.0,625000.0,631250.0,49.0
367,PROSPECT,COLLINSWOOD,1.0,1083000.0,5.0,917500.0,1.0,915000.0,2.0,1035500.0,987750.0,9.0
368,PROSPECT,FITZROY,2.0,1426000.0,1.0,1120000.0,1.0,795000.0,1.0,760000.0,1025250.0,5.0
370,PROSPECT,NAILSWORTH,3.0,557000.0,5.0,800000.0,6.0,692250.0,6.0,705000.0,688562.5,20.0
371,PROSPECT,OVINGHAM,3.0,600000.0,1.0,745000.0,2.0,693650.0,2.0,527500.0,641537.5,8.0
372,PROSPECT,PROSPECT,37.0,683000.0,46.0,740000.0,39.0,760000.0,39.0,753750.0,734187.5,161.0
373,PROSPECT,SEFTON PARK,3.0,780000.0,4.0,579000.0,5.0,495000.0,7.0,603500.0,614375.0,19.0
376,SALISBURY,BRAHMA LODGE,7.0,272500.0,13.0,285000.0,9.0,256500.0,12.0,285000.0,274750.0,41.0
377,SALISBURY,BURTON,23.0,343000.0,22.0,359000.0,17.0,357000.0,22.0,380000.0,359750.0,84.0
380,SALISBURY,DRY CREEK,1.0,376000.0,2.0,352500.0,1.0,300000.0,2.0,484000.0,378125.0,6.0
382,SALISBURY,ELIZABETH VALE,11.0,240000.0,11.0,247500.0,11.0,233000.0,14.0,245000.0,241375.0,47.0
385,SALISBURY,GULFVIEW HEIGHTS,15.0,429000.0,12.0,418000.0,10.0,585000.0,14.0,533750.0,491437.5,51.0
386,SALISBURY,INGLE FARM,40.0,333500.0,42.0,336250.0,29.0,338250.0,47.0,344000.0,338000.0,158.0
387,SALISBURY,MAWSON LAKES,57.0,483000.0,42.0,475000.0,33.0,487500.0,41.0,520000.0,491375.0,173.0
388,SALISBURY,MODBURY HEIGHTS,32.0,389000.0,28.0,396000.0,17.0,409000.0,21.0,450000.0,411000.0,98.0
389,SALISBURY,PARA HILLS,44.0,337000.0,34.0,342000.0,21.0,354000.0,30.0,337500.0,342625.0,129.0
390,SALISBURY,PARA HILLS WEST,11.0,330000.0,10.0,346400.0,10.0,292500.0,15.0,335000.0,325975.0,46.0
391,SALISBURY,PARA VISTA,8.0,350000.0,4.0,425000.0,6.0,358500.0,15.0,351250.0,371187.5,33.0
392,SALISBURY,PARAFIELD GARDENS,42.0,357500.0,60.0,345000.0,46.0,340000.0,46.0,340000.0,345625.0,194.0
393,SALISBURY,PARALOWIE,53.0,315000.0,41.0,307125.0,50.0,315000.0,28.0,308000.0,311281.25,172.0
394,SALISBURY,POORAKA,31.0,382000.0,18.0,377000.0,19.0,374000.0,9.0,365000.0,374500.0,77.0
395,SALISBURY,SALISBURY,23.0,308000.0,34.0,306000.0,20.0,315000.0,14.0,342000.0,317750.0,91.0
396,SALISBURY,SALISBURY DOWNS,19.0,313500.0,20.0,345000.0,14.0,305000.0,25.0,315000.0,319625.0,78.0
397,SALISBURY,SALISBURY EAST,26.0,305999.0,30.0,325000.0,25.0,305637.5,20.0,329000.0,316409.125,101.0
398,SALISBURY,SALISBURY HEIGHTS,9.0,413750.0,15.0,384000.0,18.0,435000.0,9.0,385000.0,404437.5,51.0
399,SALISBURY,SALISBURY NORTH,18.0,275000.0,29.0,279900.0,19.0,259750.0,26.0,257500.0,268037.5,92.0
400,SALISBURY,SALISBURY PARK,5.0,285000.0,3.0,320000.0,1.0,320000.0,9.0,281000.0,301500.0,18.0
401,SALISBURY,SALISBURY PLAIN,7.0,317000.0,2.0,257000.0,4.0,324000.0,5.0,295000.0,298250.0,18.0
404,SALISBURY,VALLEY VIEW,23.0,401150.0,25.0,445500.0,23.0,378499.5,35.0,408250.0,408349.875,106.0
405,SALISBURY,WALKLEY HEIGHTS,8.0,511500.0,8.0,504000.0,4.0,557500.0,6.0,560500.0,533375.0,26.0
407,TEA TREE GULLY,BANKSIA PARK,10.0,431000.0,14.0,397500.0,13.0,424500.0,15.0,403000.0,414000.0,52.0
408,TEA TREE GULLY,DERNANCOURT,13.0,546250.0,18.0,520000.0,15.0,505000.0,22.0,458668.0,507479.5,68.0
409,TEA TREE GULLY,FAIRVIEW PARK,16.0,406000.0,12.0,450000.0,13.0,407499.0,12.0,410000.0,418374.75,53.0
410,TEA TREE GULLY,GILLES PLAINS,14.0,388250.0,12.0,440000.0,16.0,396250.0,12.0,397500.0,405500.0,54.0
411,TEA TREE GULLY,GOLDEN GROVE,28.0,485000.0,31.0,495000.0,33.0,442500.0,33.0,475000.0,474375.0,125.0
413,TEA TREE GULLY,GREENWITH,30.0,428000.0,30.0,517500.0,35.0,465000.0,43.0,475000.0,471375.0,138.0
414,TEA TREE GULLY,GULFVIEW HEIGHTS,15.0,429000.0,12.0,418000.0,10.0,585000.0,14.0,533750.0,491437.5,51.0
415,TEA TREE GULLY,HIGHBURY,28.0,512500.0,29.0,600500.0,15.0,555000.0,26.0,511000.0,544750.0,98.0
416,TEA TREE GULLY,HOLDEN HILL,17.0,441000.0,14.0,442000.0,16.0,390000.0,21.0,403000.0,419000.0,68.0
417,TEA TREE GULLY,HOPE VALLEY,11.0,414000.0,21.0,401500.0,16.0,406000.0,24.0,420000.0,410375.0,72.0
418,TEA TREE GULLY,MODBURY,25.0,395500.0,19.0,415000.0,16.0,375500.0,17.0,375000.0,390250.0,77.0
419,TEA TREE GULLY,MODBURY HEIGHTS,32.0,389000.0,28.0,396000.0,17.0,409000.0,21.0,450000.0,411000.0,98.0
420,TEA TREE GULLY,MODBURY NORTH,21.0,375000.0,19.0,372500.0,18.0,392000.0,20.0,392000.0,382875.0,78.0
421,TEA TREE GULLY,REDWOOD PARK,17.0,410000.0,18.0,375000.0,13.0,400000.0,22.0,395000.0,395000.0,70.0
422,TEA TREE GULLY,RIDGEHAVEN,18.0,398000.0,16.0,410000.0,10.0,420000.0,13.0,425000.0,413250.0,57.0
423,TEA TREE GULLY,SALISBURY EAST,26.0,305999.0,30.0,325000.0,25.0,305637.5,20.0,329000.0,316409.125,101.0
424,TEA TREE GULLY,SALISBURY HEIGHTS,9.0,413750.0,15.0,384000.0,18.0,435000.0,9.0,385000.0,404437.5,51.0
425,TEA TREE GULLY,ST AGNES,12.0,409500.0,11.0,398200.0,11.0,420000.0,15.0,407000.0,408675.0,49.0
426,TEA TREE GULLY,SURREY DOWNS,8.0,363250.0,13.0,399000.0,13.0,385000.0,14.0,358000.0,376312.5,48.0
427,TEA TREE GULLY,TEA TREE GULLY,10.0,513500.0,14.0,435000.0,6.0,379775.0,24.0,489600.0,454468.75,54.0
428,TEA TREE GULLY,VALLEY VIEW,23.0,401150.0,25.0,445500.0,23.0,378499.5,35.0,408250.0,408349.875,106.0
429,TEA TREE GULLY,VISTA,2.0,466250.0,1.0,338000.0,3.0,380000.0,7.0,395000.0,394812.5,13.0
430,TEA TREE GULLY,WYNN VALE,26.0,462500.0,26.0,435000.0,25.0,466000.0,32.0,446000.0,452375.0,109.0
432,UNLEY,BLACK FOREST,6.0,704000.0,4.0,703750.0,4.0,856000.0,4.0,705000.0,742187.5,18.0
433,UNLEY,CLARENCE PARK,1.0,841000.0,5.0,809588.0,4.0,1020500.0,4.0,714500.0,846397.0,14.0
434,UNLEY,EVERARD PARK,2.0,925000.0,2.0,1047500.0,2.0,801500.0,2.0,911250.0,921312.5,8.0
436,UNLEY,FULLARTON,5.0,872500.0,14.0,843250.0,10.0,910000.0,14.0,780000.0,851437.5,43.0
437,UNLEY,GOODWOOD,7.0,665000.0,8.0,741250.0,7.0,991000.0,10.0,992500.0,847437.5,32.0
438,UNLEY,HIGHGATE,5.0,785000.0,3.0,1062345.0,6.0,941000.0,2.0,845000.0,908336.25,16.0
439,UNLEY,HYDE PARK,5.0,1155000.0,8.0,1482500.0,5.0,875000.0,6.0,1355000.0,1216875.0,24.0
442,UNLEY,MALVERN,9.0,1425000.0,8.0,1175000.0,5.0,1325000.0,8.0,1380000.0,1326250.0,30.0
443,UNLEY,MILLSWOOD,3.0,940000.0,6.0,1103500.0,9.0,890000.0,6.0,830000.0,940875.0,24.0
444,UNLEY,MYRTLE BANK,8.0,903000.0,12.0,1264500.0,5.0,1135000.0,11.0,955000.0,1064375.0,36.0
445,UNLEY,PARKSIDE,11.0,1056500.0,12.0,981000.0,8.0,997750.0,14.0,833750.0,967250.0,45.0
446,UNLEY,UNLEY,7.0,967000.0,11.0,1008750.0,7.0,1210000.0,10.0,1227500.0,1103312.5,35.0
447,UNLEY,UNLEY PARK,4.0,1755000.0,6.0,1900000.0,1.0,1500000.0,6.0,2030000.0,1796250.0,17.0
448,UNLEY,WAYVILLE,1.0,1210000.0,3.0,1294000.0,1.0,1206000.0,2.0,940000.0,1162500.0,7.0
449,WALKERVILLE,GILBERTON,3.0,875000.0,5.0,1260000.0,4.0,1135000.0,1.0,1370000.0,1160000.0,13.0
450,WALKERVILLE,MEDINDIE,3.0,2300000.0,2.0,1617500.0,2.0,1050000.0,3.0,1400000.0,1591875.0,10.0
451,WALKERVILLE,VALE PARK,9.0,697500.0,4.0,780000.0,7.0,745000.0,12.0,697000.0,729875.0,32.0
452,WALKERVILLE,WALKERVILLE,4.0,1300000.0,9.0,1082500.0,5.0,1200000.0,7.0,1050000.0,1158125.0,25.0
454,WEST TORRENS,ASHFORD,1.0,625000.0,2.0,502500.0,2.0,641000.0,3.0,720000.0,622125.0,8.0
455,WEST TORRENS,BROOKLYN PARK,18.0,555000.0,12.0,527500.0,11.0,520000.0,16.0,547500.0,537500.0,57.0
456,WEST TORRENS,CAMDEN PARK,12.0,546750.0,7.0,504500.0,7.0,580000.0,11.0,510500.0,535437.5,37.0
457,WEST TORRENS,COWANDILLA,2.0,523500.0,3.0,485000.0,7.0,525000.0,4.0,547650.0,520287.5,16.0
458,WEST TORRENS,FULHAM,12.0,738750.0,7.0,745000.0,9.0,761500.0,11.0,710000.0,738812.5,39.0
459,WEST TORRENS,GLANDORE,5.0,625000.0,8.0,703000.0,8.0,652500.0,7.0,675000.0,663875.0,28.0
460,WEST TORRENS,GLENELG NORTH,15.0,770000.0,15.0,641100.0,23.0,750000.0,9.0,800000.0,740275.0,62.0
461,WEST TORRENS,HILTON,3.0,561000.0,4.0,615000.0,7.0,550000.0,4.0,510000.0,559000.0,18.0
464,WEST TORRENS,KURRALTA PARK,8.0,648000.0,7.0,605000.0,5.0,528000.0,8.0,650000.0,607750.0,28.0
465,WEST TORRENS,LOCKLEYS,13.0,643000.0,16.0,722900.0,14.0,615000.0,14.0,642500.0,655850.0,57.0
466,WEST TORRENS,MARLESTON,4.0,523500.0,4.0,530000.0,3.0,535000.0,3.0,396500.0,496250.0,14.0
467,WEST TORRENS,MILE END,9.0,815000.0,8.0,600000.0,9.0,565000.0,11.0,620000.0,650000.0,37.0
469,WEST TORRENS,NETLEY,3.0,575000.0,9.0,482500.0,7.0,555000.0,5.0,592000.0,551125.0,24.0
470,WEST TORRENS,NORTH PLYMPTON,10.0,518000.0,14.0,573000.0,10.0,484500.0,12.0,600000.0,543875.0,46.0
471,WEST TORRENS,NOVAR GARDENS,7.0,675000.0,9.0,650000.0,7.0,607500.0,8.0,675000.0,651875.0,31.0
472,WEST TORRENS,PLYMPTON,7.0,570000.0,25.0,630000.0,11.0,742500.0,14.0,552000.0,623625.0,57.0
473,WEST TORRENS,RICHMOND,10.0,550000.0,12.0,580000.0,7.0,487000.0,9.0,574500.0,547875.0,38.0
475,WEST TORRENS,TORRENSVILLE,12.0,620000.0,7.0,525000.0,7.0,588000.0,10.0,690000.0,605750.0,36.0
476,WEST TORRENS,UNDERDALE,6.0,655000.0,5.0,660000.0,5.0,700000.0,4.0,630000.0,661250.0,20.0
477,WEST TORRENS,WEST BEACH,14.0,904000.0,13.0,751000.0,16.0,852500.0,14.0,686000.0,798375.0,57.0
478,WEST TORRENS,WEST RICHMOND,1.0,490000.0,2.0,500000.0,4.0,510000.0,5.0,455000.0,488750.0,12.0
